user_id,age,gender,education_level,country,test_run_id,battery_id,specific_subtest_id,raw_score,time_of_day,grand_index
33858451,21.0,m,4.0,US,485586,14,30,5.0,20,105.68647975079952
33858451,21.0,m,4.0,US,485586,14,27,8.0,20,105.68647975079952
33858451,21.0,m,4.0,US,485586,14,26,357.0,20,105.68647975079952
33858922,49.0,f,3.0,US,218532,14,29,13.0,16,99.37392751016615
33858922,49.0,f,3.0,US,218532,14,28,5.0,16,99.37392751016615
33858922,49.0,f,3.0,US,218532,14,30,10.0,16,99.37392751016615
33858922,49.0,f,3.0,US,218532,14,27,8.0,16,99.37392751016615
33858922,49.0,f,3.0,US,218532,14,26,499.0,16,99.37392751016615
33859236,24.0,m,5.0,US,112963,14,29,16.0,21,111.1847200733356
33859236,24.0,m,5.0,US,112963,14,28,6.0,21,111.1847200733356
33859236,24.0,m,5.0,US,112963,14,30,9.0,21,111.1847200733356
33859236,24.0,m,5.0,US,112963,14,27,8.0,21,111.1847200733356
33859236,24.0,m,5.0,US,112963,14,26,406.0,21,111.1847200733356
33859362,45.0,m,2.0,US,9748,14,29,16.0,13,96.46804070060966
33859362,45.0,m,2.0,US,9748,14,28,4.0,13,96.46804070060966
33859362,45.0,m,2.0,US,9748,14,30,6.0,13,96.46804070060966
33859362,45.0,m,2.0,US,9748,14,27,8.0,13,96.46804070060966
33859362,45.0,m,2.0,US,9748,14,26,458.0,13,96.46804070060966
33859578,40.0,m,4.0,US,133445,14,29,12.0,11,121.03119262760065
33859578,40.0,m,4.0,US,133445,14,28,7.0,11,121.03119262760065
33859578,40.0,m,4.0,US,133445,14,30,10.0,11,121.03119262760065
33859578,40.0,m,4.0,US,133445,14,27,10.0,11,121.03119262760065
33859578,40.0,m,4.0,US,133445,14,26,410.0,11,121.03119262760065
33859997,25.0,f,3.0,US,659958,14,29,16.0,11,97.99031101163084
33859997,25.0,f,3.0,US,659958,14,28,6.0,11,97.99031101163084
33859997,25.0,f,3.0,US,659958,14,30,3.0,11,97.99031101163084
33859997,25.0,f,3.0,US,659958,14,27,8.0,11,97.99031101163084
33859997,25.0,f,3.0,US,659958,14,26,499.0,11,97.99031101163084
33860432,21.0,m,2.0,US,624387,14,29,10.0,21,109.1193153649234
33860432,21.0,m,2.0,US,624387,14,28,7.0,21,109.1193153649234
33860432,21.0,m,2.0,US,624387,14,30,5.0,21,109.1193153649234
33860432,21.0,m,2.0,US,624387,14,27,8.0,21,109.1193153649234
33860432,21.0,m,2.0,US,624387,14,26,346.0,21,109.1193153649234
33860554,51.0,f,3.0,US,479518,14,29,13.0,14,84.53426346068822
33860554,51.0,f,3.0,US,479518,14,28,5.0,14,84.53426346068822
33860554,51.0,f,3.0,US,479518,14,30,3.0,14,84.53426346068822
33860554,51.0,f,3.0,US,479518,14,27,7.0,14,84.53426346068822
33860554,51.0,f,3.0,US,479518,14,26,558.0,14,84.53426346068822
33861534,26.0,f,4.0,US,86731,14,29,19.0,12,113.9534348958688
33861534,26.0,f,4.0,US,86731,14,28,5.0,12,113.9534348958688
33861534,26.0,f,4.0,US,86731,14,30,8.0,12,113.9534348958688
33861534,26.0,f,4.0,US,86731,14,27,9.0,12,113.9534348958688
33861534,26.0,f,4.0,US,86731,14,26,392.0,12,113.9534348958688
